,mean of normalized counts for all samples,log2 fold change (MAP): group cag_female vs wt_female,standard error: group cag_female vs wt_female,Wald statistic: group cag_female vs wt_female,Wald test p-value: group cag_female vs wt_female,BH adjusted p-values,symbol,ENTREZID,CHR,raClass,log2 fold change: Testis vs Ovary,BH adjusted p-Value: Testis vs Ovary
ENSMUSG00000019303,1179.25182676853,-1.49839310789747,0.299607972248372,-5.00117902955972,0.000000569807685304836,0.00000528519980894223,Psmc3ip,19183,chr11,0,3.84483308849225,3.31235204058194e-42
ENSMUSG00000030708,2579.40791095261,-1.49846395362276,0.194003116628578,-7.72391691259061,0.0000000000000112808389323903,0.000000000000290783538403027,Dnajb13,69387,chr7,0,4.45821365326209,2.61155503627757e-147
ENSMUSG00000020847,384.648617050086,-1.4990548427632,0.248551842362478,-6.03115562739236,0.00000000162791319931601,0.0000000230412329749343,Rph3al,380714,chr11,0,-3.55840231600851,2.7855570363776e-34
ENSMUSG00000028776,436.510030826253,-1.49966777738606,0.440703603806886,-3.40289429092849,0.000666760720363822,0.00315627036671701,Tinagl1,94242,chr4,0,-4.38893391890458,1.99099508917603e-19
ENSMUSG00000040631,97.7834320599354,-1.50032584351832,0.385213390193757,-3.89479151481126,0.0000982832275702094,0.000578503512709747,Dok4,114255,chr8,0,-3.21680630104692,0.00000000000764561592446733
ENSMUSG00000024245,233.912685149472,-1.50050743619155,0.368207202445766,-4.07517133349004,0.0000459804809662741,0.000292970226697273,Tmem178,68027,chr17,0,-5.19831482264779,8.15913221546458e-25
ENSMUSG00000008398,383.344440198518,-1.50131420663654,0.269405888746891,-5.57268519118021,0.0000000250842611844074,0.000000300215229574568,Elk3,13713,chr10,0,-3.69436198050947,5.85350078301783e-32
ENSMUSG00000038292,1174.26382320176,-1.50273603290546,0.295235963822623,-5.08994911544144,0.000000358159611511217,0.00000345224375115922,Ccdc155,384619,chr7,0,5.32210505088391,1.69882746781949e-112
ENSMUSG00000002068,174.562759246395,-1.50282599594822,0.405475670604848,-3.70632840610746,0.000210285593739949,0.00113747216957995,Ccne1,12447,chr7,1,0.65398947506393,0.129642348889619
ENSMUSG00000083921,24.2641208044382,-1.50297874793808,0.621589806691028,-2.41795912957299,0.0156078297701668,0.0471547728418657,NA,NA,chr5,0,-2.01477090021467,0.00548287333267465
ENSMUSG00000001228,1977.65623320331,-1.50344302885367,0.249459669960853,-6.02679795531517,0.00000000167239854679548,0.0000000236127344303749,Uhrf1,18140,chr17,0,0.429894382598111,0.113196699242205
ENSMUSG00000023919,474.67304270437,-1.5050887227933,0.253189610579263,-5.94451217547934,0.00000000277281360668254,0.0000000382881742199141,Cenpq,83815,chr17,0,0.339073002082749,0.217134964565123
ENSMUSG00000029910,731.47798788212,-1.50544353185643,0.266490455550057,-5.64914615327996,0.0000000161246723571743,0.000000199199555015049,Mad2l1,56150,chr6,0,-1.28223335955153,0.00000416811599899643
ENSMUSG00000028226,70.1300554208986,-1.50564656453347,0.451218803816598,-3.33684357078667,0.000847356256441409,0.0038930911075481,Mmp16,17389,chr4,0,-3.28766664202052,0.00000000368421157259513
ENSMUSG00000050368,111.097368190615,-1.5074832016052,0.507135609312537,-2.97254456978226,0.00295342326535588,0.0115090452482837,Hoxd10,15430,chr2,1,-2.93878108947981,0.000000213723512431308
ENSMUSG00000025395,421.243337563727,-1.50782042868257,0.304357165336543,-4.95411510031411,0.000000726601890001651,0.00000659625109286698,Prim1,19075,chr10,0,-1.09276835665604,0.000679565243018971
ENSMUSG00000044469,59.5814398818999,-1.50797303173112,0.542219104030446,-2.78111379794993,0.00541727439892937,0.0193076778262314,Tnfaip8l1,66443,chr17,0,-3.53051016501059,0.000000134741164197422
ENSMUSG00000019845,151.001059023839,-1.50891273176789,0.322551261272907,-4.67805559281696,0.00000289608037349991,0.0000235770111557733,Tube1,71924,chr10,0,0.0211515626690249,0.956516908362479
ENSMUSG00000072214,852.92321393384,-1.50921385844532,0.295906763820644,-5.10030199701716,0.000000339111968828389,0.00000328825281856216,Sept5,18951,chr16,0,2.55548472350076,9.54650739587981e-19
ENSMUSG00000078495,305.799375147147,-1.51023055573168,0.307879479788432,-4.90526538751292,0.000000933011022088983,0.00000832612669198889,Gm13157,100041677,chr4,0,-1.68793192611389,0.000000224119159590101
ENSMUSG00000000058,594.710126540924,-1.51126273417135,0.369604853574271,-4.08886062928193,0.0000433497199000781,0.00027753631139422,Cav2,12390,chr6,0,-3.83611455248338,6.29368014000669e-22
ENSMUSG00000030498,290.248163869514,-1.51133351029876,0.390777891242572,-3.86750004073442,0.000109956810165018,0.000640551487169802,Gas2,14453,chr7,0,-0.200737262754323,0.659926438535053
ENSMUSG00000035439,301.947603552805,-1.51145642489843,0.305363067863379,-4.9497027766785,0.000000743269022565613,0.0000067394489257632,Haus8,76478,chr8,0,-1.03696352574525,0.00136593599190819
ENSMUSG00000059060,184.056804136446,-1.51156049690969,0.371626516443106,-4.06741830851324,0.0000475368650917345,0.000301444194664089,Rad51b,19363,chr12,0,-0.274654142320753,0.51706249642094
ENSMUSG00000032849,261.500947834531,-1.51159982096403,0.333932577954896,-4.52666172980642,0.00000599227432051957,0.000045878603661028,Abcc4,239273,chr14,0,-1.06959629410397,0.00261884185110851
ENSMUSG00000030313,709.042326089202,-1.5121511613532,0.249184913210911,-6.06838970252307,0.00000000129199098441918,0.0000000185299999742554,Dennd5b,320560,chr6,0,1.63842196819877,0.0000000000251874784015446
ENSMUSG00000025558,2560.63416189086,-1.51382061857596,0.24317295966918,-6.22528352097787,0.000000000480685947158982,0.00000000737051785643772,Dock9,105445,chr14,0,-3.0184705352526,2.5136321350724e-33
ENSMUSG00000041445,281.954803305448,-1.51446102063669,0.394134797875029,-3.8424950773235,0.000121789857600656,0.000700825847245881,Mmrn2,105450,chr14,0,-3.76452013634141,1.89095718205887e-17
ENSMUSG00000020140,691.072044831731,-1.51614580178739,0.273800917232118,-5.53740220125726,0.0000000306991014670643,0.000000361677284957106,Lgr5,14160,chr10,0,-1.67323042096657,0.00000000474611981809670
ENSMUSG00000039563,30.5336951842621,-1.51783475009093,0.585550253835624,-2.59215112648046,0.00953778633305678,0.0311350324952749,2210406O10Rik,76710,chr5,0,-0.972139830690102,0.135363323967058
ENSMUSG00000045031,2536.76583841818,-1.51828093876318,0.340686363361172,-4.45653569395615,0.00000832947375818687,0.0000621538575981818,Cetn4,207175,chr3,0,6.04914227191446,5.76944179536593e-88
ENSMUSG00000025094,2685.58100905364,-1.5182916921868,0.408547307172705,-3.71631795273339,0.000202147171145783,0.00109817445448184,Slc18a2,214084,chr19,0,-6.55942620741961,2.41847786774796e-49
ENSMUSG00000019689,364.667504834718,-1.5186731923075,0.219314170039193,-6.92464692106351,0.00000000000437064229030273,0.0000000000859395102642322,1110001J03Rik,66117,chr6,0,-0.766425741725279,0.000893771883826734
ENSMUSG00000032057,673.616246250866,-1.51903929547689,0.538730258498959,-2.81966581886328,0.00480736857529424,0.0174639431133322,4833427G06Rik,235345,chr9,0,7.16485754727122,2.72691241098839e-117
ENSMUSG00000074092,64.0451512115875,-1.51917180403734,0.445797802650483,-3.40775973996538,0.000654985382323745,0.00310833071351457,NA,NA,chr7,0,-2.27929085941317,0.00000749819020034638
ENSMUSG00000045827,900.815764245021,-1.51940005370146,0.251409351605486,-6.04353037784257,0.00000000150777970963493,0.0000000214347175806895,Serpinb9,20723,chr13,0,-2.87101163308995,3.24231697808277e-27
ENSMUSG00000046056,818.80219714278,-1.51973924833401,0.228301555593015,-6.65671876122999,0.0000000000280008245989235,0.00000000050334762694427,Sbsn,282619,chr7,0,-2.73086188461845,2.38025045704256e-29
ENSMUSG00000025723,60.3518211581975,-1.5206318614275,0.601790073407744,-2.52684769759769,0.0115091401173964,0.0365322383081227,Nmb,68039,chr7,0,0.30066199574572,0.662027028079265
ENSMUSG00000025507,190.268577854458,-1.52506259123563,0.294069998603967,-5.18605297539882,0.00000021479773267706,0.00000217605294805158,Pidd1,57913,chr7,0,-1.14702119101025,0.00024336230167774
ENSMUSG00000034472,209.853229050999,-1.52649724695048,0.633339727773659,-2.41023447607887,0.0159422710137035,0.04793483161713,Rasd2,75141,chr8,0,-0.334302702609205,0.652484646644928
ENSMUSG00000043263,246.009358592771,-1.52682247385235,0.581240492389536,-2.62683432046421,0.00861832850387743,0.0286332957574507,Pyhin1,236312,chr1,0,5.02533134649924,8.3695594543156e-27
ENSMUSG00000006386,375.634510290325,-1.52731221362957,0.329545370633578,-4.63460375939491,0.00000357621824532077,0.0000286604006119333,Tek,21687,chr4,0,-2.93391876521648,1.70173605010916e-16
ENSMUSG00000027474,60.473264701466,-1.52807729726959,0.593635797530466,-2.57409897385975,0.0100501519016562,0.0325773471552969,Ccm2l,228788,chr2,0,-2.56501424024742,0.00012216036463826
ENSMUSG00000042606,1462.39472148022,-1.52826681061149,0.263429385061254,-5.80142875957492,0.0000000065752231547645,0.0000000865177037433896,Hirip3,233876,chr7,0,1.76776777679709,0.0000000000264634153748186
ENSMUSG00000036777,1184.96532983933,-1.52918590060208,0.27858114978908,-5.48919372958242,0.0000000403772577402707,0.000000463631708360126,Anln,68743,chr9,0,0.235201957928331,0.457107553762946
ENSMUSG00000038179,542.945845076301,-1.53193846563817,0.626616846002184,-2.44477702029868,0.0144941722172483,0.0443106991247823,Slamf7,75345,chr1,0,5.76813194338437,2.37178350502256e-25
ENSMUSG00000030541,1231.9463092493,-1.5328947998552,0.31333735930344,-4.89215458783108,0.000000997380555178878,0.00000885204577443465,Idh2,269951,chr7,0,-3.5335191367131,5.73006859456848e-27
ENSMUSG00000071701,213.630499046968,-1.53375013788139,0.44143820111922,-3.47443908115049,0.000511922589961916,0.00250233953693695,NA,NA,chrX,0,1.74701623676646,0.0000715191385148717
ENSMUSG00000054074,92.4282611075574,-1.53480084473974,0.403058551012962,-3.80788558109609,0.000140160093308915,0.000795013341295079,Skida1,72668,chr2,0,-3.30146037885067,0.0000000000221709423428114
ENSMUSG00000070686,218.220217797501,-1.53558241290724,0.412073750584138,-3.72647471655368,0.000194176539968735,0.00105825978053533,C87414,381654,chr5,0,-8.60461505751059,0.00000000000018409958101106
ENSMUSG00000069763,136.577389874407,-1.53738058512766,0.58980177269715,-2.60660556867649,0.00914446302938008,0.0300679191167994,Tmem100,67888,chr11,0,-3.45034477701903,0.000000126833423616031
ENSMUSG00000039298,4913.87279796711,-1.53773176003242,0.215841584333543,-7.12435356134222,0.00000000000104570300491863,0.0000000000219947494491806,Cdk5rap2,214444,chr4,0,2.01714935571377,1.94586798347348e-20
ENSMUSG00000038550,121.075625617241,-1.53896619618415,0.349616899700691,-4.40186443361769,0.0000107324611564451,0.0000784551230273469,Ciart,229599,chr3,0,0.593008751209947,0.099178827350327
ENSMUSG00000022773,2758.84745621592,-1.53907068212086,0.315477588597487,-4.8785420509998,0.0000010687288069087,0.00000943717142331553,Ypel1,106369,chr16,0,3.75319223089268,2.33024838564285e-33
ENSMUSG00000037788,519.733161168887,-1.53914634197182,0.253175365144411,-6.07936850844036,0.00000000120656778489736,0.000000017415205425891,Vopp1,232023,chr6,0,-2.17920704680162,4.20272052779045e-16
ENSMUSG00000024268,83.6528580487719,-1.54028526786592,0.46439064689125,-3.31678787713961,0.000910587232159311,0.00414906588247021,Celf4,108013,chr18,0,2.10383273575104,0.000000407988672576946
ENSMUSG00000011382,514.247703048509,-1.54143897526021,0.207982600329254,-7.41138428320438,0.000000000000124987830220095,0.0000000000028572975490315,Dhdh,71755,chr7,0,-1.0910760935068,0.000000506718874034258
ENSMUSG00000018983,176.127955550528,-1.54292016093334,0.314054179307849,-4.91291077333796,0.000000897341204786846,0.0000080334755327278,E2f2,242705,chr4,0,-1.76596975253424,0.000000180432682518496
ENSMUSG00000044927,302.852624243196,-1.54461634646497,0.302970357945833,-5.09824247143388,0.000000342821518999832,0.00000331853576475799,H1fx,243529,chr6,0,1.85677736331586,0.000000000112341288806392
ENSMUSG00000005237,2713.73780333688,-1.54511913684042,0.248710459790564,-6.21252173367191,0.000000000521409659018587,0.00000000794649387401256,Dnah2,327954,chr11,0,5.00964020035197,2.07006728018881e-109
ENSMUSG00000021215,1123.52695318398,-1.5451571949569,0.303293191070146,-5.09459902315951,0.000000349480133054852,0.00000337433206966613,Net1,56349,chr13,0,-1.4802960449647,0.00000283894846032217
ENSMUSG00000069743,612.582080009015,-1.54667129162833,0.226179012783937,-6.83826174935969,0.00000000000801598380496843,0.000000000152451886952979,Zfp820,75424,chr17,0,1.45234367857986,0.0000000000436122055690676
ENSMUSG00000034248,1075.44443916167,-1.54692779768117,0.279853004177904,-5.52764406523138,0.0000000324559682186749,0.000000380198484847335,Slc25a37,67712,chr14,0,1.13875134617807,0.0000752262076893729
ENSMUSG00000047352,47.4358492276694,-1.54700709874672,0.533599272747188,-2.89919266715281,0.00374124920976078,0.0140581026258187,Olfr976,258364,chr9,0,-3.28861585814081,0.000000783913897416118
ENSMUSG00000024177,161.703563923489,-1.5473191588894,0.452042794171704,-3.4229483996634,0.000619458352841446,0.002960215675994,Nme4,56520,chr17,0,-3.07751450190896,0.000000000816786523971302
ENSMUSG00000037278,4836.78396999619,-1.54750234861255,0.222391808732778,-6.9584503018814,0.0000000000034403606095662,0.0000000000687221900403373,Tmem97,69071,chr11,0,3.37642497865066,2.53996510830491e-53
ENSMUSG00000041372,197.261515429254,-1.54796853040149,0.371356735594864,-4.16841377044595,0.0000306726756001354,0.000202445026008242,B4galnt3,330406,chr6,0,3.48656706446195,1.13942474763483e-33
ENSMUSG00000032744,648.094844005604,-1.54824353597683,0.252835085110662,-6.12353121521557,0.000000000915239147237349,0.0000000134417212071873,Heyl,56198,chr4,0,-4.73188522110171,3.82935534498198e-53
ENSMUSG00000024109,108.332661250227,-1.5488934196927,0.431032578970083,-3.59344860519281,0.000326330039796488,0.00167395772000774,Nrxn1,18189,chr17,0,1.05483368969068,0.0148548978519398
ENSMUSG00000053332,1323.44149937672,-1.54914223789211,0.341213533485425,-4.54009611537954,0.00000562285901176265,0.0000432992668098715,Gas5,14455,chr1,0,-1.64702066288783,0.00000361926672769732
ENSMUSG00000046841,2135.66244988142,-1.55073447674083,0.234047101527875,-6.6257367282805,0.0000000000345520512958968,0.000000000611879518723581,Ckap4,216197,chr10,0,0.985743706308604,0.0000449240794995117
ENSMUSG00000027412,404.038731365308,-1.55140245253632,0.275138973228679,-5.63861394963805,0.0000000171424366616047,0.000000210394591391235,Lpin3,64899,chr2,0,-0.45660573219291,0.127517426051899
ENSMUSG00000022769,718.141387152044,-1.55318246816567,0.312146137813363,-4.97581831076297,0.000000649725690306434,0.00000594845947532978,Sdf2l1,64136,chr16,0,0.309640236197278,0.37616684190183
ENSMUSG00000034926,1682.16517547385,-1.55330017974216,0.206027598934434,-7.53928205626704,0.0000000000000472565866027594,0.00000000000113777773190814,Dhcr24,74754,chr4,0,-0.671272246307105,0.00199469569916854
ENSMUSG00000081769,60.5430347287343,-1.55379180205264,0.510269114441831,-3.04504379762881,0.00232646428069615,0.00935878770009159,Gm12216,622459,chr11,0,-3.90434144025369,0.00000000526882545790196
ENSMUSG00000034427,183.779654660203,-1.55385012981426,0.572287593761912,-2.71515606270632,0.00662445452031995,0.0228752906170096,NA,NA,chr11,0,1.18400251268228,0.0506571686790819
ENSMUSG00000031133,1339.3747621351,-1.55447039885687,0.272906042030349,-5.69599114512825,0.0000000122657243446783,0.000000154823130713196,Arhgef6,73341,chrX,0,0.793927956186198,0.00562619441646833
ENSMUSG00000056856,405.874311579635,-1.55666375435444,0.281458148414087,-5.53071127315256,0.0000000318934908480714,0.000000374668163159622,Jakmip3,74004,chr7,0,-1.9583101576858,0.00000000004539958813576
ENSMUSG00000053552,151.41052632536,-1.55668609027977,0.348473877666342,-4.4671528916445,0.00000792674798162472,0.0000592268604556391,Ebf4,228598,chr2,0,-2.51470529903353,0.000000000098737046942351
ENSMUSG00000027490,308.049810238804,-1.55700762909677,0.23468455921664,-6.63446983599582,0.0000000000325670937736947,0.000000000578085071597066,E2f1,13555,chr2,0,-1.47460610879921,0.00000000294019405177839
ENSMUSG00000040363,491.215145471877,-1.55761862198137,0.236172849758064,-6.59524845288947,0.0000000000424544287284117,0.000000000743100255979439,Bcor,71458,chrX,0,-2.91000547720697,3.81093503849979e-29
ENSMUSG00000037254,680.496820353309,-1.55967650945456,0.474764576566868,-3.28515771065512,0.00101925302181857,0.00457693142654718,Itih2,16425,chr2,0,0.227346773567007,0.683338000067225
ENSMUSG00000041845,330.163444460108,-1.56046400161604,0.485204997459101,-3.21609218740079,0.00129949081015929,0.00567214580820156,Rhod,11854,chr19,0,-1.57154325870474,0.00233042107350701
ENSMUSG00000037010,395.83317916774,-1.56108492005682,0.422195703554289,-3.69753862228984,0.00021770010505711,0.00117197639810954,Apln,30878,chrX,0,-2.03077462400652,0.00000494198977650281
ENSMUSG00000057337,67.0628315620404,-1.56244153340888,0.514641422189128,-3.03598091028647,0.00239754543306257,0.00960546083219545,Chst3,53374,chr10,0,-1.29387861654299,0.0212853521692726
ENSMUSG00000005089,323.426049590127,-1.56290514743118,0.611833218130237,-2.55446272140539,0.0106351817326613,0.0342091291889696,Slc1a2,20511,chr2,0,6.15948820923797,8.21607969217634e-51
ENSMUSG00000060550,263.007799644813,-1.56300219939957,0.626734488274264,-2.49388254299417,0.012635434856229,0.0394924957417725,H2-Q7,15018,chr17,0,-2.40177923903042,0.000309411507991898
ENSMUSG00000020717,702.484607154556,-1.56437526789272,0.42637744380077,-3.66899161913381,0.000243509060940512,0.00129216812830144,Pecam1,18613,chr11,1,-4.37302049031989,1.35843417285586e-21
ENSMUSG00000073600,164.881772339951,-1.56464607582813,0.389464086044723,-4.01743352440578,0.0000588354250117737,0.000365512857223844,Prob1,381148,chr18,0,1.55175201157315,0.0000403652569340801
ENSMUSG00000085371,37.1379489686761,-1.56485575390145,0.539987894096409,-2.89794599288195,0.0037561526451224,0.0141070771099253,NA,NA,chr8,0,-3.11311554579219,0.00000520880964020038
ENSMUSG00000056665,495.126908485777,-1.56506999536556,0.339451582459898,-4.61058388363959,0.00000401539572741688,0.0000319088609911864,Them6,223626,chr15,0,3.94478448280946,2.38893514798318e-41
ENSMUSG00000039137,499.564166944127,-1.56604273972838,0.401876703817413,-3.8968238886519,0.0000974624375543953,0.000574269691937275,Whrn,73750,chr4,0,0.502912521621924,0.256973853860964
ENSMUSG00000026678,636.435763299999,-1.56669538080065,0.479923605208102,-3.26446826911401,0.00109669746341614,0.00488303304978044,Rgs5,19737,chr1,0,-4.13359331858716,5.33638099062492e-16
ENSMUSG00000051235,213.980948957566,-1.56921224897807,0.286387813903585,-5.47932618915959,0.0000000426948623172155,0.000000487522766883563,Gen1,209334,chr12,0,0.408508558219733,0.176786770037748
ENSMUSG00000046491,77.3355715047103,-1.56958306283232,0.463530405388469,-3.38614909526142,0.000708808622362327,0.00333162133775788,C1qtnf2,69183,chr11,0,-2.24231839138062,0.0000145321790120122
ENSMUSG00000068551,476.681814947053,-1.57530477928201,0.292048941915379,-5.39397530068249,0.0000000689156954491921,0.000000760087728755416,Zfp467,68910,chr6,0,-4.33593409602544,1.50496202762079e-36
ENSMUSG00000029730,2542.14625351652,-1.5756232788806,0.286877686767336,-5.49231728906985,0.0000000396693869940868,0.000000456197950431998,Mcm7,17220,chr5,0,0.90126134217046,0.00281365197837425
ENSMUSG00000087479,889.685287278369,-1.57709899845815,0.493604747639439,-3.19506448428687,0.00139799601016518,0.00602885779383734,NA,NA,chr14,0,7.24822800840859,1.39714413418841e-142
ENSMUSG00000020407,78.0415050809618,-1.57746607830597,0.626210357536639,-2.51906736980739,0.0117666140725895,0.0371878242830394,Upp1,22271,chr11,0,-2.96226047332783,0.0000230823748307475
ENSMUSG00000072066,30.5915896530858,-1.57834328055768,0.642926289176906,-2.45493660335203,0.0140909436193962,0.0432473875771867,6720489N17Rik,211378,chr13,0,-3.20298420289684,0.0000689930370485634
ENSMUSG00000028597,754.262595065259,-1.57847222142805,0.255354017718321,-6.18150532947264,0.000000000634932164333079,0.00000000956048913090313,Gpx7,67305,chr4,0,-5.8955517713425,7.48704851789242e-63
ENSMUSG00000030319,466.103433845619,-1.57862893559552,0.206223043163534,-7.6549589773228,0.0000000000000193373961154415,0.000000000000489534618439231,Cand2,67088,chr6,0,-0.266928092515586,0.236167417774014
ENSMUSG00000028066,412.386259853177,-1.58076432728216,0.332869910400962,-4.74889522269535,0.00000204530866367784,0.0000171224730011644,Pmf1,67037,chr3,0,-0.974339607167126,0.00594696676423264
ENSMUSG00000070677,134.056260457196,-1.58209815706331,0.39320486197944,-4.023597646018,0.0000573158042640378,0.000357249044919775,D5Ertd577e,320549,chr5,0,-5.32857900949671,3.11353295292447e-18
ENSMUSG00000020658,521.820139581509,-1.58211115291069,0.246467591649357,-6.41914477405825,0.000000000137042035611615,0.00000000223775999275763,Efr3b,668212,chr12,0,-3.06891909842314,7.73760252718738e-30
ENSMUSG00000027699,1224.16619225174,-1.5821167273477,0.244507329721188,-6.47063108149677,0.0000000000975944473325792,0.0000000016276768843264,Ect2,13605,chr3,0,0.80981779121641,0.00142796963179053
ENSMUSG00000073377,28.0323912419657,-1.58219762527244,0.598770492580907,-2.6424108149562,0.00823181416562488,0.0275575202084073,AU016765,100043582,chr17,0,-5.03693673379432,0.00000329232180760331
ENSMUSG00000038618,245.941026926417,-1.58286675958837,0.322691854666981,-4.90519589105185,0.000000933341437680091,0.00000832612669198889,Rassf7,66985,chr7,0,1.31557904208764,0.0000321822536617769
ENSMUSG00000026915,3641.92014496466,-1.58294073622387,0.151400422731291,-10.4553257360008,1.3852196655489e-25,8.58912095087743e-24,Strbp,20744,chr2,0,1.60093650655156,2.04336704934778e-26
ENSMUSG00000031737,205.121299000374,-1.58450740659381,0.297520287059409,-5.32571214640371,0.00000010055827299125,0.00000107846914577788,Irx5,54352,chr8,0,-0.0645196773413336,0.854517664686446
ENSMUSG00000033386,86.291206511323,-1.58490648458225,0.43458368290527,-3.64695350268759,0.000265367921213838,0.00139460002883428,Frrs1,20321,chr3,0,-4.29303571342081,0.000000000000680423062091155
ENSMUSG00000029759,442.015274949203,-1.58611653733576,0.324642995305833,-4.88572542845579,0.00000103048724067825,0.00000912797934678285,Pon3,269823,chr6,0,-1.83247623422824,0.0000000764922878109777
ENSMUSG00000072419,26.1210269539626,-1.59185232602137,0.629396443808475,-2.52917273632669,0.0114331742589349,0.0363522899449586,Dppa2,73703,chr16,0,-1.90078451110868,0.00833537820324392
ENSMUSG00000025519,637.49167483247,-1.59234649702665,0.588709823055076,-2.70480707925554,0.00683440684435608,0.0234784905436349,Tktl2,74419,chr8,0,7.3076972862108,3.44042749219861e-107
ENSMUSG00000031333,563.549656987856,-1.59281105107631,0.241663962407174,-6.59101603404411,0.0000000000436826702062439,0.000000000762240703244188,Abcb7,11306,chrX,0,-2.87753877610734,4.33922886764247e-28
ENSMUSG00000026196,320.612843992305,-1.59294122082216,0.246455942382131,-6.46339140953762,0.000000000102382014115845,0.00000000170250532216738,Bard1,12021,chr1,0,0.879616301509515,0.000298228022587353
ENSMUSG00000022070,768.593703093245,-1.5946936329501,0.237640020923021,-6.71054322734078,0.0000000000193901192651359,0.00000000035418658531764,Bora,77744,chr14,0,1.5702522151825,0.0000000000185396917694981
ENSMUSG00000003934,117.03942401738,-1.59601961108814,0.34134788416101,-4.67563938476124,0.00000293039159500147,0.0000238135090046942,Efnb3,13643,chr11,0,-0.554693457080172,0.133616578651984
ENSMUSG00000024795,1172.03212720377,-1.5988119622612,0.241721997335774,-6.61425927256554,0.0000000000373416772031634,0.000000000658703693267337,Kif20b,240641,chr19,0,1.01201504592034,0.0000431330440798988
ENSMUSG00000024691,229.254354287727,-1.59908735105779,0.332749931973714,-4.80567296159241,0.00000154231835378041,0.0000132068668114863,Fam111a,107373,chr19,0,-4.67740705056465,2.42906429460928e-26
ENSMUSG00000027350,172.464708294147,-1.60039537576514,0.628172235318665,-2.54770154709763,0.0108435195697491,0.0347853345007176,Chgb,12653,chr2,1,3.78861008442669,0.0000000000402957140682676
ENSMUSG00000062006,1092.34223181754,-1.60043582072405,0.303698118424193,-5.26982461738084,0.000000136554171173442,0.00000143356520448565,Rpl34,68436,chr3,0,-0.619542381928396,0.0594068573532004
ENSMUSG00000061167,7095.84047788322,-1.60147925718885,0.197408061506881,-8.11253220848343,4.95756254232642e-16,0.0000000000000144215366912508,NA,NA,chr9,0,-1.67239599478862,1.25457885347679e-16
ENSMUSG00000083220,440.792761905592,-1.60221849367451,0.280135557440695,-5.71943993226816,0.0000000106875748143652,0.000000135888310785794,NA,NA,chr4,0,2.39884590339178,2.69494798023608e-20
ENSMUSG00000041219,806.520379282432,-1.60250897157873,0.263320734410351,-6.08576827482728,0.00000000115934019360378,0.0000000167870679856946,Arhgap11a,228482,chr2,0,-1.21887973759717,0.00000929294044244227
ENSMUSG00000043496,399.050531569166,-1.604829390616,0.31394794906458,-5.11176899036178,0.00000031915596390081,0.0000031214942847896,Tril,66873,chr6,0,-5.00241268901484,4.52907217133283e-36
ENSMUSG00000091946,69.5167135712102,-1.6051317529397,0.559905127654076,-2.86679237903209,0.00414654942970389,0.0153818565305783,NA,NA,chr16,0,2.32754610699776,0.00000365619645558781
ENSMUSG00000017697,215.732065388969,-1.6051945081468,0.483314259032555,-3.32122315480595,0.000896238471833314,0.00409357600293271,Ada,11486,chr2,0,-1.60375170679954,0.00186687886753201
ENSMUSG00000020331,58.2434499821412,-1.6063262580408,0.425045819652139,-3.77918375801327,0.000157343281971932,0.000879040522732354,Hcn2,15166,chr10,0,-2.44378823619812,0.000000922555372445817
ENSMUSG00000071700,196.849517223559,-1.60735744457801,0.55193599219121,-2.91221711814214,0.00358873092189799,0.0135660862242184,NA,NA,chrX,0,3.99786129573406,8.60966360346751e-17
ENSMUSG00000038644,823.848928111706,-1.60749672406783,0.213530421620388,-7.52818596933048,0.0000000000000514500803515448,0.00000000000123480192843708,Pold1,18971,chr7,0,-0.695536323314021,0.00196675824696073
ENSMUSG00000022388,2510.96090058774,-1.60762800988695,0.607598142905083,-2.64587380435442,0.00814802071519513,0.0273113158806718,Ttll8,239591,chr15,0,9.45475436761105,2.07976262678221e-192
ENSMUSG00000022864,932.871361349614,-1.60764313065949,0.245758082183974,-6.54156769280131,0.0000000000608772671595362,0.00000000104455975007932,D16Ertd472e,67102,chr16,0,2.64169112411853,1.15384104553815e-29
ENSMUSG00000026556,209.708695630636,-1.60855553890663,0.299898808936744,-5.36366097821318,0.0000000815519045353472,0.000000886921049228245,Vangl2,93840,chr1,0,-1.79720225296881,0.0000000221592919709024
ENSMUSG00000044595,153.836966139094,-1.60925384202105,0.412740725296594,-3.89894610197393,0.000096612274878654,0.000569556917179916,Dnd1,213236,chr18,0,0.0151274014167853,0.976607681057351
ENSMUSG00000037129,165.514200854773,-1.60931338082207,0.640715645793485,-2.51174353457381,0.0120136361383538,0.0378311692059585,Tmprss13,214531,chr9,0,-3.6719867720071,0.000000161434754862087
ENSMUSG00000032415,62.9265670433857,-1.61097188439488,0.485045601586919,-3.32127923462099,0.000896058394727821,0.00409357600293271,Ube2cbp,70348,chr9,0,-0.504715650500962,0.349191599606235
ENSMUSG00000081373,90.9375847281993,-1.61172777033048,0.469141684988464,-3.43548190643113,0.00059150096002017,0.00284475734794029,NA,NA,chrX,0,2.11172137070994,0.000000574254786735208
ENSMUSG00000038578,667.815868149681,-1.61244185555959,0.25031851556352,-6.44156047318211,0.000000000118251314121187,0.00000000194779020465117,Susd1,634731,chr4,0,-2.96448543752136,2.56625850019172e-28
ENSMUSG00000085062,801.291288792679,-1.6125551595647,0.215557000774443,-7.48087584152306,0.0000000000000738289049172083,0.00000000000174233136192519,NA,NA,chr5,0,2.72907288696408,2.47124332816516e-44
